country,state,city,station,last_update,latitude,longitude,CO,NH3,NO2,OZONE,PM10,PM2.5,SO2,num_pollutants_reported,ts_hour,hour_of_day,day_of_week,AQI_official,AQI_simple,AQI_category,PC1,PC2,PC3
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",2025-11-24 19:00:00,25.771061,73.340227,30.0,10.0,35.0,32.0,148.0,183.0,11.0,7,2025-11-24 19:00:00,19,0,376.5680473372781,183.0,Very Poor,-0.03930026145239507,-0.13658176209604445,0.7683374609313844
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",2025-11-24 19:00:00,24.041198,74.780702,33.0,6.0,23.0,125.0,98.0,133.0,4.0,7,2025-11-24 19:00:00,19,0,394.14201183431953,133.0,Very Poor,-0.3212399684935289,-1.6180952703551559,-0.8981530518385488
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",2025-11-24 19:00:00,25.03636,73.883502,26.0,14.0,28.0,139.0,150.0,193.0,13.0,7,2025-11-24 19:00:00,19,0,356.2558139534884,193.0,Very Poor,1.001203891411451,-1.101698069578182,-0.18583143966650428
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",2025-11-24 19:00:00,26.031443,76.359327,33.0,8.0,15.0,76.0,132.0,119.0,3.0,7,2025-11-24 19:00:00,19,0,394.14201183431953,132.0,Very Poor,-0.5134348776704037,-1.1726851201089532,-0.08545670828658052
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",2025-11-24 19:00:00,27.608912,75.153302,34.0,10.0,43.0,101.0,164.0,190.0,5.0,7,2025-11-24 19:00:00,19,0,400.0,190.0,Very Poor,0.7387917512279779,-1.2501337446838852,-0.06795280498230373
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",2025-11-24 19:00:00,24.885261,72.857549,34.0,3.0,53.0,95.0,118.0,108.0,13.0,7,2025-11-24 19:00:00,19,0,400.0,118.0,Very Poor,-0.31011418787208633,-0.7035163073007046,-0.6621384548665805
India,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",2025-11-24 19:00:00,29.931624,73.864511,155.0,20.0,106.0,115.0,221.0,59.0,7.0,7,2025-11-24 19:00:00,19,0,180.73154362416108,221.0,Moderate,3.931198229334959,-1.5570823534713765,0.9072961606238898
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",2025-11-24 19:00:00,26.159933,75.780517,44.0,13.0,56.0,46.0,278.0,298.0,2.0,7,2025-11-24 19:00:00,19,0,462.875,298.0,Severe,2.0270365333458766,-0.7235923308428693,0.7247452233809989
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",2025-11-24 19:00:00,24.5886166,73.6321397,38.0,,,74.0,,,,2,2025-11-24 19:00:00,19,0,425.75,74.0,Severe,0.11733709836967218,-0.23134278656075172,-0.266601028165302
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",2025-11-24 19:00:00,27.33853,88.614099,7.0,1.0,6.0,95.0,27.0,27.0,1.0,7,2025-11-24 19:00:00,19,0,162.40506329113924,95.0,Moderate,-2.4639702519806566,-1.6198881250033115,-0.7605099062206867
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",2025-11-24 19:00:00,11.06825,79.07033,,1.0,9.0,,13.0,14.0,13.0,5,2025-11-24 19:00:00,19,0,23.333333333333336,14.0,Good,-2.317157493320298,-0.3725443555526239,-0.533628788348662
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-11-24 19:00:00,12.9099161,80.1076538,33.0,,,4.0,,,,2,2025-11-24 19:00:00,19,0,394.14201183431953,33.0,Very Poor,-0.48964247236756864,0.482194020251433,0.7019251064255456
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",2025-11-24 19:00:00,13.0664,80.2112,,2.0,14.0,,68.0,44.0,2.0,5,2025-11-24 19:00:00,19,0,72.9655172413793,68.0,Satisfactory,-1.7779611552597934,-1.0733334121610734,-0.3848582211349147
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",2025-11-24 19:00:00,13.1278,80.2642,,6.0,14.0,,49.0,55.0,,4,2025-11-24 19:00:00,19,0,91.55172413793105,55.0,Satisfactory,-1.4511914495222198,-0.16423237085276224,0.026685880761907373
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",2025-11-24 19:00:00,13.1662,80.2584,16.0,2.0,4.0,37.0,44.0,21.0,14.0,7,2025-11-24 19:00:00,19,0,285.6521739130435,44.0,Poor,-2.5660871876091687,-0.11256921392430468,-0.11497530035731049
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",2025-11-24 19:00:00,13.164544,80.26285,16.0,,,11.0,56.0,,,3,2025-11-24 19:00:00,19,0,285.6521739130435,56.0,Poor,-1.2223084768850203,0.3156516849732161,0.9159238730343366
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",2025-11-24 19:00:00,12.9533,80.2357,38.0,5.0,4.0,10.0,55.0,43.0,4.0,7,2025-11-24 19:00:00,19,0,425.75,55.0,Severe,-2.12201491377179,-0.542365796650447,0.49564329926319084
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-11-24 19:00:00,13.0052189,80.2398125,39.0,4.0,13.0,8.0,76.0,34.0,15.0,7,2025-11-24 19:00:00,19,0,431.9375,76.0,Severe,-1.9249239054726006,0.25979796075091355,0.34320200606904805
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",2025-11-24 19:00:00,10.942451,76.978996,22.0,2.0,16.0,4.0,37.0,33.0,21.0,7,2025-11-24 19:00:00,19,0,329.70414201183434,37.0,Very Poor,-2.5165671514477563,0.6970182228247215,0.3135259039675495
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",2025-11-24 19:00:00,11.6829898,79.7532099,,5.0,19.0,14.0,,24.0,19.0,5,2025-11-24 19:00:00,19,0,40.0,24.0,Good,-1.2867963325907277,0.5253620128968298,0.3010973736376841
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",2025-11-24 19:00:00,11.7637683,79.7499835,,2.0,5.0,2.0,35.0,39.0,,5,2025-11-24 19:00:00,19,0,64.51724137931035,39.0,Satisfactory,-2.4028970965363396,0.3619981581500735,0.08684481814172276
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB",2025-11-24 19:00:00,10.358535,77.984321,29.0,2.0,17.0,,7.0,,22.0,5,2025-11-24 19:00:00,19,0,370.7100591715976,29.0,Very Poor,-1.6143512194671956,0.3788038839015039,-0.6007474278820396
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",2025-11-24 19:00:00,13.4127,80.1081,,2.0,3.0,,110.0,161.0,28.0,5,2025-11-24 19:00:00,19,0,331.69767441860466,161.0,Very Poor,-0.9570396867540418,0.933581663727519,-1.1100108083265077
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB",2025-11-24 19:00:00,10.96782,78.080882,,3.0,6.0,7.0,,11.0,16.0,5,2025-11-24 19:00:00,19,0,20.0,16.0,Good,-1.738636990826214,0.4161836614966336,0.03430385510217187
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",2025-11-24 19:00:00,9.865935,78.022669,15.0,4.0,16.0,1.0,10.0,,33.0,6,2025-11-24 19:00:00,19,0,271.30434782608694,33.0,Poor,-1.9737645674961006,1.6495035761367243,0.3268127554582295
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB",2025-11-24 19:00:00,10.798548,79.838212,20.0,,,1.0,,,,2,2025-11-24 19:00:00,19,0,317.98816568047334,20.0,Very Poor,-0.7021178261928622,0.5156589881425317,0.8571511236362941
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB",2025-11-24 19:00:00,11.4068288,76.7138973,,,3.0,6.0,11.0,11.0,15.0,5,2025-11-24 19:00:00,19,0,18.75,15.0,Good,-2.3177929610445656,0.172949197828778,0.7728810846427757
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",2025-11-24 19:00:00,11.258242,77.552761,18.0,2.0,8.0,6.0,21.0,15.0,13.0,7,2025-11-24 19:00:00,19,0,306.2721893491124,21.0,Very Poor,-2.8948594515283803,0.09388147497115114,0.38486737574743163
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB",2025-11-24 19:00:00,10.423417,78.784889,,3.0,14.0,,34.0,26.0,13.0,5,2025-11-24 19:00:00,19,0,43.333333333333336,34.0,Good,-1.919430352444523,-0.3667280118117693,-0.2665310740403999
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB",2025-11-24 19:00:00,9.36399,78.831977,25.0,1.0,7.0,5.0,14.0,,13.0,6,2025-11-24 19:00:00,19,0,347.27810650887574,25.0,Very Poor,-2.245999689353192,0.25295007075045417,-0.12098192003168531
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB",2025-11-24 19:00:00,11.679111,78.125052,12.0,,,5.0,,24.0,18.0,4,2025-11-24 19:00:00,19,0,228.2608695652174,24.0,Poor,-1.4166686717415469,0.5022068225185704,1.1524002541700165
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB",2025-11-24 19:00:00,10.7654824,79.1389968,,1.0,3.0,,14.0,12.0,17.0,5,2025-11-24 19:00:00,19,0,21.25,17.0,Good,-2.3718794539808195,-0.08218129471839834,-0.6406065288397189
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",2025-11-24 19:00:00,8.816428,78.099039,93.0,,11.0,31.0,34.0,,6.0,5,2025-11-24 19:00:00,19,0,34.0,93.0,Good,-0.49444114070362893,-0.5631529886899707,-0.1963932984405707
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB",2025-11-24 19:00:00,10.830158,78.691849,,1.0,1.0,10.0,15.0,13.0,16.0,6,2025-11-24 19:00:00,19,0,21.666666666666668,16.0,Good,-2.7077799171776853,0.2722365140228674,-0.11264051724378601
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB",2025-11-24 19:00:00,11.0973603,77.3228673,22.0,,7.0,3.0,22.0,21.0,5.0,6,2025-11-24 19:00:00,19,0,329.70414201183434,22.0,Very Poor,-2.5315210554768006,-0.47913223392354026,1.099436965079218
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB",2025-11-24 19:00:00,9.559382,77.948828,16.0,,,,,,,1,2025-11-24 19:00:00,19,0,285.6521739130435,16.0,Poor,-0.37758815671677737,0.005841800625964557,0.23028011180878918
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",2025-11-24 19:00:00,17.540891,78.358528,29.0,5.0,36.0,57.0,53.0,70.0,7.0,7,2025-11-24 19:00:00,19,0,370.7100591715976,70.0,Very Poor,-1.3489423380910364,-0.8384596561746911,0.22653433573081064
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",2025-11-24 19:00:00,17.460103,78.334361,22.0,3.0,27.0,10.0,,51.0,6.0,6,2025-11-24 19:00:00,19,0,329.70414201183434,51.0,Very Poor,-1.614763236463104,-0.308794895281947,0.42611977041891763
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",2025-11-24 19:00:00,17.470431,78.566959,24.0,4.0,13.0,43.0,89.0,54.0,13.0,7,2025-11-24 19:00:00,19,0,341.42011834319527,89.0,Very Poor,-1.718792917849319,-0.19932203825815883,-0.03011028487399031
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",2025-11-24 19:00:00,17.5184,78.278777,20.0,3.0,12.0,51.0,72.0,77.0,7.0,7,2025-11-24 19:00:00,19,0,317.98816568047334,77.0,Very Poor,-1.839961262627282,-0.6853820969332599,-0.20467371339178259
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",2025-11-24 19:00:00,17.5316895,78.218939,63.0,3.0,19.0,21.0,46.0,55.0,4.0,7,2025-11-24 19:00:00,19,0,91.55172413793105,63.0,Satisfactory,-1.629411907757946,-0.6630693010655275,0.011929779265411881
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",2025-11-24 19:00:00,17.585705,78.126199,17.0,2.0,14.0,26.0,85.0,53.0,13.0,7,2025-11-24 19:00:00,19,0,300.0,85.0,Poor,-2.117279990948689,-0.01108136168502561,0.003185587851967125
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",2025-11-24 19:00:00,17.393559,78.339194,32.0,2.0,15.0,24.0,119.0,47.0,12.0,7,2025-11-24 19:00:00,19,0,388.2840236686391,119.0,Very Poor,-1.7297137350667193,-0.03413921978698239,-0.12827373142454654
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",2025-11-24 19:00:00,17.544899,78.486949,15.0,5.0,14.0,23.0,79.0,66.0,12.0,7,2025-11-24 19:00:00,19,0,271.30434782608694,79.0,Poor,-1.9257800348029905,-0.07539837830941712,0.46405610239618045
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",2025-11-24 19:00:00,17.429398,78.569354,27.0,4.0,11.0,27.0,89.0,62.0,11.0,7,2025-11-24 19:00:00,19,0,358.9940828402367,89.0,Very Poor,-1.7990392181367303,-0.16631945530786407,0.13595197475970544
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",2025-11-24 19:00:00,17.37206,78.50864,37.0,3.0,13.0,22.0,90.0,76.0,15.0,7,2025-11-24 19:00:00,19,0,419.5625,90.0,Severe,-1.6442105346010085,0.18511792021630696,-0.07591689630183224
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",2025-11-24 19:00:00,17.528544,78.286195,26.0,2.0,11.0,31.0,69.0,45.0,13.0,7,2025-11-24 19:00:00,19,0,353.1360946745562,69.0,Very Poor,-2.120236277579739,-0.0845381056780425,-0.13125326892976372
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",2025-11-24 19:00:00,17.4559458,78.4332152,41.0,,27.0,14.0,,65.0,12.0,5,2025-11-24 19:00:00,19,0,444.3125,65.0,Severe,-0.9197646579150637,0.04228541980279702,0.6251368830687237
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",2025-11-24 19:00:00,17.417094,78.457437,25.0,4.0,15.0,33.0,71.0,67.0,19.0,7,2025-11-24 19:00:00,19,0,347.27810650887574,71.0,Very Poor,-1.764300817264861,0.31297430638634943,0.05496416141477794
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",2025-11-24 19:00:00,17.349694,78.451437,88.0,3.0,30.0,23.0,112.0,152.0,4.0,7,2025-11-24 19:00:00,19,0,324.7906976744186,152.0,Very Poor,-0.26084770727508433,-0.5389342258729138,-0.43856454463703215
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",2025-11-24 19:00:00,23.8175497,91.2726974,,2.0,,4.0,,118.0,28.0,4,2025-11-24 19:00:00,19,0,293.17241379310343,118.0,Poor,-0.8483909424276279,1.3500865344000417,-0.061281300862584404
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",2025-11-24 19:00:00,27.23711,78.01936,26.0,2.0,27.0,10.0,139.0,149.0,57.0,7,2025-11-24 19:00:00,19,0,353.1360946745562,149.0,Very Poor,-0.8843177110652284,3.3723552466320386,-0.48869246301696784
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",2025-11-24 19:00:00,27.106972,78.000111,49.0,7.0,18.0,13.0,178.0,,33.0,6,2025-11-24 19:00:00,19,0,493.8125,178.0,Severe,-0.11953637206879747,1.672006079355932,0.006280113166662871
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",2025-11-24 19:00:00,27.19865833,78.00598056,39.0,,15.0,107.0,120.0,151.0,16.0,6,2025-11-24 19:00:00,19,0,431.9375,151.0,Severe,-0.1229675020969138,-0.5454495600125768,-0.9037700798062879
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",2025-11-24 19:00:00,27.19412,77.96237,18.0,8.0,28.0,11.0,196.0,,9.0,6,2025-11-24 19:00:00,19,0,306.2721893491124,196.0,Very Poor,-0.42965492416809103,0.006238493717482966,0.7803673648078666
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",2025-11-24 19:00:00,27.169338,78.03582,39.0,,20.0,8.0,175.0,99.0,21.0,6,2025-11-24 19:00:00,19,0,431.9375,175.0,Severe,-0.6890325220092292,0.8146650750756229,0.4226999622481406
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",2025-11-24 19:00:00,27.19862,77.92066,28.0,3.0,41.0,7.0,150.0,77.0,17.0,7,2025-11-24 19:00:00,19,0,364.85207100591714,150.0,Very Poor,-1.1479543912855588,0.5000118907526933,0.38752501613989493
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",2025-11-24 19:00:00,28.964949,77.278761,27.0,8.0,80.0,70.0,245.0,319.0,18.0,7,2025-11-24 19:00:00,19,0,413.42,319.0,Severe,1.8970809707537133,0.15453764974732523,-0.014263287584547686
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",2025-11-24 19:00:00,28.359581,79.414455,86.0,2.0,2.0,16.0,84.0,62.0,17.0,7,2025-11-24 19:00:00,19,0,104.41379310344828,86.0,Moderate,-1.2808695910168986,0.38438402707871133,-0.6729229411654137
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",2025-11-24 19:00:00,28.38910936,79.42963708,30.0,1.0,10.0,1.0,144.0,103.0,35.0,7,2025-11-24 19:00:00,19,0,376.5680473372781,144.0,Very Poor,-1.5151730059568103,1.917709719010924,-0.4083356067291548
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",2025-11-24 19:00:00,28.406963,77.849831,60.0,17.0,117.0,93.0,283.0,358.0,36.0,7,2025-11-24 19:00:00,19,0,420.44,358.0,Severe,4.237624458286373,1.100885650359843,0.6927122774006754
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",2025-11-24 19:00:00,27.168897,78.37696,18.0,2.0,17.0,2.0,93.0,67.0,21.0,7,2025-11-24 19:00:00,19,0,306.2721893491124,93.0,Very Poor,-2.0820049789463044,0.8123631555340924,0.21559034523119106
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",2025-11-24 19:00:00,27.1594,78.3953,22.0,,,1.0,,,,2,2025-11-24 19:00:00,19,0,329.70414201183434,22.0,Very Poor,-0.6729505947837923,0.5152077315348438,0.8393628715670655
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",2025-11-24 19:00:00,28.646233,77.358075,64.0,12.0,83.0,130.0,,,25.0,5,2025-11-24 19:00:00,19,0,143.85074626865674,130.0,Moderate,1.9583936815597784,-0.2840331368915415,-0.1179583762129806
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",2025-11-24 19:00:00,28.757294,77.278792,73.0,9.0,114.0,49.0,331.0,397.0,27.0,7,2025-11-24 19:00:00,19,0,427.46,397.0,Severe,3.8607729948968346,1.093814573656698,-0.04293856488662451
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",2025-11-24 19:00:00,28.685382,77.453839,49.0,7.0,92.0,46.0,302.0,359.0,17.0,7,2025-11-24 19:00:00,19,0,493.8125,359.0,Severe,2.6369665502423594,0.4162450886707629,-0.07091749444497115
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",2025-11-24 19:00:00,28.6603346,77.3572563,63.0,27.0,138.0,23.0,397.0,394.0,21.0,7,2025-11-24 19:00:00,19,0,426.92,397.0,Severe,5.530179682865168,0.781428853398718,3.0761817198802066
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",2025-11-24 19:00:00,26.730136,83.433859,7.0,1.0,11.0,,64.0,61.0,33.0,6,2025-11-24 19:00:00,19,0,162.40506329113924,64.0,Moderate,-2.144947784641606,1.1396111499389392,-0.6035986655965214
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",2025-11-24 19:00:00,28.47272,77.482,92.0,12.0,107.0,89.0,338.0,331.0,26.0,7,2025-11-24 19:00:00,19,0,415.58,338.0,Severe,4.309851642820766,0.5357804834512083,-0.26653799880150403
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",2025-11-24 19:00:00,28.557054,77.453663,69.0,13.0,115.0,146.0,432.0,434.0,14.0,7,2025-11-24 19:00:00,19,0,434.12,434.0,Severe,5.553407109280604,-0.6999942513860269,-0.8473346896348609
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",2025-11-24 19:00:00,28.725645,77.749675,62.0,6.0,38.0,50.0,338.0,414.0,35.0,7,2025-11-24 19:00:00,19,0,430.52,414.0,Severe,2.672175840010301,1.8340234502332717,-1.3530070306578623
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",2025-11-24 19:00:00,25.4547,78.6039,36.0,4.0,6.0,2.0,57.0,42.0,15.0,7,2025-11-24 19:00:00,19,0,413.375,57.0,Severe,-2.182750916413976,0.32028045282308887,0.3865594797747467
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",2025-11-24 19:00:00,26.428282,80.327067,42.0,2.0,25.0,16.0,,157.0,30.0,6,2025-11-24 19:00:00,19,0,450.5,157.0,Severe,-0.7329677720802118,1.4294775950800507,-0.47409800412178704
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",2025-11-24 19:00:00,26.509954,80.249612,52.0,3.0,22.0,17.0,114.0,141.0,18.0,7,2025-11-24 19:00:00,19,0,316.3488372093023,141.0,Very Poor,-0.8826550900534521,0.5186242744017442,-0.25687665024984113
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",2025-11-24 19:00:00,26.4703136,80.3229863,36.0,,31.0,24.0,151.0,245.0,10.0,6,2025-11-24 19:00:00,19,0,413.375,245.0,Severe,-0.010910282065374801,-0.021800418345873738,0.2038859095128273
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",2025-11-24 19:00:00,28.2348927,77.8683002,47.0,1.0,7.0,170.0,294.0,301.0,15.0,7,2025-11-24 19:00:00,19,0,481.4375,301.0,Severe,1.673455975516345,-0.8436582690753546,-3.3015113575500763
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",2025-11-24 19:00:00,26.766433,80.927299,58.0,9.0,22.0,27.0,170.0,220.0,24.0,7,2025-11-24 19:00:00,19,0,376.9767441860465,220.0,Very Poor,0.47574955765440846,0.9146356330208404,0.04673817521973983
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",2025-11-24 19:00:00,26.86812,81.005119,37.0,,8.0,38.0,112.0,192.0,11.0,6,2025-11-24 19:00:00,19,0,419.5625,192.0,Severe,-0.6605854510425166,-0.1504440364125655,-0.07516931368567249
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",2025-11-24 19:00:00,26.906111,80.948222,57.0,14.0,33.0,61.0,158.0,230.0,8.0,7,2025-11-24 19:00:00,19,0,384.6511627906977,230.0,Very Poor,1.1094591759808492,-0.6292551865938184,0.5831147661023451
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",2025-11-24 19:00:00,26.90723,80.98579,13.0,5.0,32.0,22.0,119.0,122.0,42.0,7,2025-11-24 19:00:00,19,0,301.7674418604651,122.0,Very Poor,-1.0345236114275318,2.111040500456953,0.18737587081540105
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",2025-11-24 19:00:00,26.8458805,80.9365541,101.0,17.0,44.0,62.0,270.0,262.0,8.0,7,2025-11-24 19:00:00,19,0,403.16,270.0,Severe,2.9514567468737427,-0.5432758120225716,0.4478665011362354
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",2025-11-24 19:00:00,26.83399722,80.8917361,11.0,12.0,54.0,40.0,185.0,179.0,9.0,7,2025-11-24 19:00:00,19,0,345.51162790697674,185.0,Very Poor,0.33308049662475026,-0.37032586313833676,1.2834147601278694
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",2025-11-24 19:00:00,28.999264,77.7590354,41.0,5.0,74.0,73.0,329.0,282.0,25.0,7,2025-11-24 19:00:00,19,0,444.3125,329.0,Severe,2.202365167317044,0.7109796518647726,-0.7965914247661243
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",2025-11-24 19:00:00,28.9535882,77.7622941,73.0,35.0,66.0,134.0,337.0,347.0,10.0,7,2025-11-24 19:00:00,19,0,418.46,347.0,Severe,5.54462796149492,-1.1958752164186373,2.1340457529401706
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",2025-11-24 19:00:00,29.06351,77.709723,41.0,9.0,52.0,97.0,323.0,358.0,15.0,7,2025-11-24 19:00:00,19,0,444.3125,358.0,Severe,2.6524216265179126,-0.17129271832301013,-0.8600498016695513
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",2025-11-24 19:00:00,28.83526,78.7446,53.0,5.0,29.0,18.0,136.0,141.0,77.0,7,2025-11-24 19:00:00,19,0,316.3488372093023,141.0,Very Poor,-0.10231639884520749,4.643666968431876,-0.5911444579393075
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",2025-11-24 19:00:00,28.840739,78.697531,49.0,1.0,8.0,69.0,227.0,270.0,17.0,7,2025-11-24 19:00:00,19,0,493.8125,270.0,Severe,0.4101724915042809,0.21746012459028638,-1.8122735580803107
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",2025-11-24 19:00:00,28.88528,78.7388,32.0,4.0,16.0,19.0,130.0,161.0,21.0,7,2025-11-24 19:00:00,19,0,388.2840236686391,161.0,Very Poor,-0.9526892086147942,0.7508751182836937,-0.13864033021595262
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",2025-11-24 19:00:00,28.856664,78.772638,40.0,6.0,25.0,21.0,106.0,91.0,38.0,7,2025-11-24 19:00:00,19,0,438.125,106.0,Severe,-0.9111407350329236,1.790792562905128,0.1511046093074484
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",2025-11-24 19:00:00,28.849399,78.742362,40.0,4.0,25.0,27.0,134.0,168.0,124.0,7,2025-11-24 19:00:00,19,0,438.125,168.0,Severe,0.0680575504050309,7.897601081508048,-1.3294279321464486
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",2025-11-24 19:00:00,28.802625,78.753728,34.0,5.0,30.0,43.0,115.0,137.0,35.0,7,2025-11-24 19:00:00,19,0,400.0,137.0,Very Poor,-0.5943477420594154,1.414701269982613,-0.2502217833726876
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",2025-11-24 19:00:00,29.4723508,77.7194031,59.0,14.0,89.0,16.0,189.0,314.0,22.0,7,2025-11-24 19:00:00,19,0,412.52,314.0,Severe,2.185354295786227,0.8327637510167262,1.4016852166670768
