country,state,city,station,last_update,latitude,longitude,CO,NH3,NO2,OZONE,PM10,PM2.5,SO2,num_pollutants_reported,ts_hour,hour_of_day,day_of_week,AQI_official,AQI_simple,AQI_category,PC1,PC2,PC3
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",2025-11-24 19:00:00,28.5447608,77.3231257,39.0,18.0,71.0,41.0,324.0,416.0,14.0,7,2025-11-24 19:00:00,19,0,431.9375,416.0,Severe,3.387767843512201,0.26093308478297217,1.224587582244307
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",2025-11-24 19:00:00,28.6245479,77.3577104,47.0,,77.0,75.0,325.0,366.0,,5,2025-11-24 19:00:00,19,0,481.4375,366.0,Severe,2.7798412101706265,0.0897431885731744,-0.6776656799166666
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",2025-11-24 19:00:00,28.5898,77.3101,55.0,19.0,143.0,108.0,374.0,399.0,22.0,7,2025-11-24 19:00:00,19,0,427.82,399.0,Severe,5.4139204468830116,0.042353247834377154,1.0050652388043475
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",2025-11-24 19:00:00,28.56923,77.393848,68.0,10.0,49.0,106.0,393.0,,,5,2025-11-24 19:00:00,19,0,353.63291139240505,393.0,Very Poor,2.679965929174799,-0.3401240276545725,-0.8238121410182576
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",2025-11-24 19:00:00,25.425602,81.917152,47.0,5.0,6.0,22.0,186.0,145.0,9.0,7,2025-11-24 19:00:00,19,0,481.4375,186.0,Severe,-0.5786096970499609,-0.07254725863494582,-0.22233093944083887
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",2025-11-24 19:00:00,25.494,81.863,38.0,8.0,12.0,37.0,137.0,149.0,34.0,7,2025-11-24 19:00:00,19,0,425.75,149.0,Severe,-0.40639981510717416,1.440593469889455,-0.05111708687053791
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",2025-11-24 19:00:00,25.44919916,81.82735986,50.0,,,13.0,,,,2,2025-11-24 19:00:00,19,0,500.0,50.0,Severe,-0.17305595639145782,0.3867629392627042,0.4319178275548161
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",2025-11-24 19:00:00,25.3505986,82.9083074,14.0,,93.0,13.0,137.0,94.0,10.0,6,2025-11-24 19:00:00,19,0,256.95652173913044,137.0,Poor,-0.3960698137598442,-0.1755154485727626,1.589505827405356
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",2025-11-24 19:00:00,25.301778,82.996789,31.0,1.0,8.0,2.0,115.0,155.0,28.0,7,2025-11-24 19:00:00,19,0,382.4260355029586,155.0,Very Poor,-1.4994092696906063,1.4380604981295417,-0.4405309308919993
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",2025-11-24 19:00:00,25.262326,82.995408,18.0,3.0,2.0,25.0,141.0,152.0,30.0,7,2025-11-24 19:00:00,19,0,324.7906976744186,152.0,Very Poor,-1.2840248377807892,1.3628463360038772,-0.4819762669531122
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",2025-11-24 19:00:00,25.32393,82.99687,33.0,,2.0,6.0,104.0,124.0,28.0,6,2025-11-24 19:00:00,19,0,394.14201183431953,124.0,Very Poor,-1.2923057919291527,1.3044969624142297,0.29641113873879404
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",2025-11-24 19:00:00,27.571409,77.655757,46.0,3.0,12.0,15.0,142.0,102.0,12.0,7,2025-11-24 19:00:00,19,0,475.25,142.0,Severe,-1.1646810574555975,0.12881365373307005,-0.18975083987679908
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",2025-11-24 19:00:00,30.269444,78.044167,36.0,,2.0,56.0,79.0,130.0,2.0,6,2025-11-24 19:00:00,19,0,413.375,130.0,Severe,-1.159558985040005,-1.0530159580935528,-0.08393750058360518
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",2025-11-24 19:00:00,29.2124114,78.9611753,35.0,5.0,16.0,2.0,106.0,144.0,8.0,7,2025-11-24 19:00:00,19,0,407.1875,144.0,Severe,-1.2712610923251046,-0.04367119132151076,0.412424820401446
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",2025-11-24 19:00:00,30.075911,78.2859547,31.0,7.0,15.0,34.0,88.0,101.0,5.0,7,2025-11-24 19:00:00,19,0,382.4260355029586,101.0,Very Poor,-1.274320730388727,-0.6606118777611489,0.4442863015110061
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",2025-11-24 19:00:00,23.685297,86.945968,45.0,5.0,23.0,60.0,132.0,213.0,20.0,7,2025-11-24 19:00:00,19,0,469.0625,213.0,Severe,-0.038706764125095244,0.2914903369252003,-0.685699602304649
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",2025-11-24 19:00:00,23.697936,86.944395,28.0,3.0,23.0,41.0,131.0,193.0,13.0,7,2025-11-24 19:00:00,19,0,364.85207100591714,193.0,Very Poor,-0.7263766975843743,-0.002955876650955248,-0.43811607179129824
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",2025-11-24 19:00:00,23.618183,87.105718,52.0,1.0,32.0,45.0,139.0,283.0,9.0,7,2025-11-24 19:00:00,19,0,406.94,283.0,Severe,0.05749562107724874,-0.2270860175277927,-1.0435839667866316
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",2025-11-24 19:00:00,23.616515,87.119133,48.0,6.0,36.0,68.0,136.0,199.0,8.0,7,2025-11-24 19:00:00,19,0,487.625,199.0,Severe,0.19097084784373697,-0.6754335156609587,-0.38507586154237156
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",2025-11-24 19:00:00,22.7605581,88.3617589,55.0,7.0,26.0,37.0,119.0,166.0,10.0,7,2025-11-24 19:00:00,19,0,335.5348837209302,166.0,Very Poor,-0.23933191177949417,-0.2657280887440269,0.06664075889037202
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",2025-11-24 19:00:00,23.567923,87.306843,57.0,2.0,27.0,85.0,153.0,143.0,24.0,7,2025-11-24 19:00:00,19,0,317.8837209302326,153.0,Very Poor,-0.017896085784344085,0.2940323397012898,-1.415816065279827
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",2025-11-24 19:00:00,23.508764,87.35444,49.0,7.0,21.0,23.0,109.0,117.0,4.0,7,2025-11-24 19:00:00,19,0,493.8125,117.0,Severe,-0.8239735479085893,-0.5941163594779882,0.43594537562522756
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB (Formerly known as Sidhu Kanhu Indoor Stadium)",2025-11-24 19:00:00,23.549395,87.300496,44.0,2.0,24.0,44.0,144.0,138.0,20.0,7,2025-11-24 19:00:00,19,0,462.875,144.0,Severe,-0.6625430119642215,0.42350426808223923,-0.7235996548100473
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",2025-11-24 19:00:00,22.06047,88.109737,36.0,3.0,27.0,31.0,154.0,255.0,15.0,7,2025-11-24 19:00:00,19,0,413.375,255.0,Severe,-0.19608254040181383,0.3172876227960167,-0.5279155282707908
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",2025-11-24 19:00:00,22.629801,88.352017,36.0,10.0,32.0,37.0,153.0,290.0,10.0,7,2025-11-24 19:00:00,19,0,413.375,290.0,Severe,0.5653346785973602,-0.14294268794912596,0.38582221758306223
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",2025-11-24 19:00:00,22.554954,88.292568,27.0,3.0,12.0,37.0,109.0,124.0,11.0,7,2025-11-24 19:00:00,19,0,358.9940828402367,124.0,Very Poor,-1.3781613460206492,-0.17607827887813768,-0.2906822468050939
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",2025-11-24 19:00:00,22.6025571,88.3105664,43.0,2.0,48.0,123.0,143.0,217.0,12.0,7,2025-11-24 19:00:00,19,0,456.6875,217.0,Severe,0.5425055468407773,-0.9065797147746346,-1.5733445924450145
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",2025-11-24 19:00:00,22.611968,88.347422,21.0,11.0,26.0,27.0,136.0,175.0,8.0,7,2025-11-24 19:00:00,19,0,342.4418604651163,175.0,Very Poor,-0.37854789884052575,-0.3105656582033272,1.0205738682925705
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",2025-11-24 19:00:00,22.5687319,88.2797276,25.0,6.0,26.0,82.0,,,9.0,5,2025-11-24 19:00:00,19,0,347.27810650887574,82.0,Very Poor,-0.2700173652022573,-0.7503352353620704,-0.42655510524353574
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",2025-11-24 19:00:00,22.5367507,88.3638022,37.0,9.0,47.0,50.0,133.0,152.0,13.0,7,2025-11-24 19:00:00,19,0,419.5625,152.0,Severe,0.059073874871140956,-0.2382887648103895,0.5378553828362089
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",2025-11-24 19:00:00,22.58157048,88.41002457,65.0,9.0,18.0,30.0,121.0,113.0,9.0,7,2025-11-24 19:00:00,19,0,276.1034482758621,121.0,Poor,-0.33861296492985915,-0.3240434573990742,0.3760751974915269
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",2025-11-24 19:00:00,22.55664,88.342674,31.0,7.0,9.0,64.0,146.0,203.0,12.0,7,2025-11-24 19:00:00,19,0,382.4260355029586,203.0,Very Poor,-0.2561443529371655,-0.2989947962201704,-0.4148180486955132
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",2025-11-24 19:00:00,22.49929,88.36917,28.0,8.0,70.0,35.0,225.0,282.0,4.0,7,2025-11-24 19:00:00,19,0,406.76,282.0,Severe,1.132631112492722,-0.514306835199044,0.5903788120236763
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",2025-11-24 19:00:00,22.627847,88.380669,41.0,12.0,52.0,80.0,132.0,152.0,8.0,7,2025-11-24 19:00:00,19,0,444.3125,152.0,Severe,0.5986206526827319,-0.9365583812732714,0.6275230285272619
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",2025-11-24 19:00:00,22.51106,88.35142,49.0,12.0,121.0,91.0,104.0,111.0,9.0,7,2025-11-24 19:00:00,19,0,493.8125,121.0,Severe,1.3391703079257413,-1.1699269739755243,1.310030858335882
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2025-11-24 19:00:00,22.5448082,88.3403691,23.0,4.0,18.0,38.0,148.0,301.0,13.0,7,2025-11-24 19:00:00,19,0,410.18,301.0,Severe,-0.21002042308377167,0.15218368690572456,-0.5363929314519453
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",2025-11-24 19:00:00,26.6879226,88.4152495,40.0,11.0,24.0,64.0,101.0,117.0,15.0,7,2025-11-24 19:00:00,19,0,438.125,117.0,Severe,-0.2786830146919673,-0.29242792375800986,0.452966118419123
