country,state,city,station,last_update,latitude,longitude,CO,NH3,NO2,OZONE,PM10,PM2.5,SO2,num_pollutants_reported,ts_hour,hour_of_day,day_of_week,AQI_official,AQI_simple,AQI_category
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",2025-11-24 19:00:00,22.678,75.8559,31.0,,7.0,15.0,,,25.0,4,2025-11-24 19:00:00,19,0,382.4260355029586,31.0,Very Poor
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",2025-11-24 19:00:00,22.7084,75.8815,18.0,,16.0,15.0,87.0,82.0,28.0,6,2025-11-24 19:00:00,19,0,306.2721893491124,87.0,Very Poor
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",2025-11-24 19:00:00,23.163174,79.973061,50.0,1.0,21.0,57.0,94.0,112.0,14.0,7,2025-11-24 19:00:00,19,0,500.0,112.0,Severe
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",2025-11-24 19:00:00,23.142888,79.916147,67.0,12.0,45.0,75.0,123.0,137.0,8.0,7,2025-11-24 19:00:00,19,0,313.27906976744185,137.0,Very Poor
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",2025-11-24 19:00:00,23.168606,79.932247,57.0,5.0,50.0,102.0,129.0,201.0,34.0,7,2025-11-24 19:00:00,19,0,362.3953488372093,201.0,Very Poor
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",2025-11-24 19:00:00,23.218135,79.95777,46.0,5.0,63.0,52.0,133.0,179.0,7.0,7,2025-11-24 19:00:00,19,0,475.25,179.0,Severe
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",2025-11-24 19:00:00,23.50016,80.23284,48.0,5.0,30.0,119.0,144.0,173.0,26.0,7,2025-11-24 19:00:00,19,0,487.625,173.0,Severe
India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",2025-11-24 19:00:00,24.2613009,80.7231783,39.0,,51.0,,102.0,48.0,17.0,5,2025-11-24 19:00:00,19,0,431.9375,102.0,Severe
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",2025-11-24 19:00:00,23.10844,77.511428,38.0,4.0,143.0,79.0,166.0,293.0,54.0,7,2025-11-24 19:00:00,19,0,425.75,293.0,Severe
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",2025-11-24 19:00:00,22.624758,75.675238,39.0,,,42.0,,,,2,2025-11-24 19:00:00,19,0,431.9375,42.0,Severe
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",2025-11-24 19:00:00,23.331731,75.045981,,,20.0,,186.0,178.0,,3,2025-11-24 19:00:00,19,0,344.74418604651163,186.0,Very Poor
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",2025-11-24 19:00:00,23.838586,78.759431,47.0,1.0,22.0,57.0,137.0,254.0,7.0,7,2025-11-24 19:00:00,19,0,481.4375,254.0,Severe
India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",2025-11-24 19:00:00,23.8640158,78.80289321,58.0,,18.0,,113.0,112.0,8.0,5,2025-11-24 19:00:00,19,0,272.6896551724138,113.0,Poor
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",2025-11-24 19:00:00,24.58434363,80.8549414,30.0,,12.0,22.0,64.0,46.0,19.0,6,2025-11-24 19:00:00,19,0,376.56804733727813,64.0,Very Poor
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",2025-11-24 19:00:00,24.10897,82.64558,59.0,13.0,82.0,40.0,300.0,322.0,30.0,7,2025-11-24 19:00:00,19,0,413.96,322.0,Severe
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",2025-11-24 19:00:00,19.10122,74.73339,54.0,6.0,21.0,57.0,70.0,53.0,6.0,7,2025-11-24 19:00:00,19,0,88.17241379310346,70.0,Satisfactory
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",2025-11-24 19:00:00,20.719516,77.000253,23.0,5.0,21.0,37.0,85.0,56.0,15.0,7,2025-11-24 19:00:00,19,0,335.5621301775148,85.0,Very Poor
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",2025-11-24 19:00:00,20.9402359,77.7895248,25.0,2.0,14.0,64.0,93.0,80.0,20.0,7,2025-11-24 19:00:00,19,0,347.27810650887574,93.0,Very Poor
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",2025-11-24 19:00:00,20.939198,77.765701,46.0,3.0,23.0,71.0,101.0,,30.0,6,2025-11-24 19:00:00,19,0,475.25,101.0,Severe
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",2025-11-24 19:00:00,19.87562,75.38731,10.0,2.0,41.0,39.0,82.0,56.0,1.0,7,2025-11-24 19:00:00,19,0,200.0,82.0,Moderate
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",2025-11-24 19:00:00,19.8389439,75.244448,29.0,11.0,20.0,27.0,82.0,101.0,16.0,7,2025-11-24 19:00:00,19,0,370.7100591715976,101.0,Very Poor
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",2025-11-24 19:00:00,19.863756,75.321188,17.0,3.0,16.0,45.0,125.0,109.0,19.0,7,2025-11-24 19:00:00,19,0,300.0,125.0,Poor
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",2025-11-24 19:00:00,19.16485,73.23409,38.0,5.0,23.0,73.0,137.0,130.0,9.0,7,2025-11-24 19:00:00,19,0,425.75,137.0,Severe
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",2025-11-24 19:00:00,19.0243902,73.0406721,31.0,5.0,11.0,44.0,163.0,208.0,17.0,7,2025-11-24 19:00:00,19,0,382.4260355029586,208.0,Very Poor
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",2025-11-24 19:00:00,19.309073,73.057223,29.0,5.0,24.0,84.0,143.0,148.0,11.0,7,2025-11-24 19:00:00,19,0,370.7100591715976,148.0,Very Poor
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",2025-11-24 19:00:00,19.786089,72.757971,40.0,8.0,38.0,45.0,145.0,228.0,20.0,7,2025-11-24 19:00:00,19,0,438.125,228.0,Severe
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",2025-11-24 19:00:00,19.9629,79.298714,32.0,2.0,32.0,20.0,126.0,57.0,30.0,7,2025-11-24 19:00:00,19,0,388.28402366863907,126.0,Very Poor
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",2025-11-24 19:00:00,19.9775302,79.2337086,39.0,6.0,25.0,18.0,165.0,184.0,9.0,7,2025-11-24 19:00:00,19,0,431.9375,184.0,Severe
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",2025-11-24 19:00:00,20.918946,74.776388,33.0,2.0,23.0,49.0,84.0,70.0,10.0,7,2025-11-24 19:00:00,19,0,394.14201183431953,84.0,Very Poor
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",2025-11-24 19:00:00,21.001264,75.565602,22.0,2.0,8.0,68.0,102.0,74.0,5.0,7,2025-11-24 19:00:00,19,0,329.70414201183434,102.0,Very Poor
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",2025-11-24 19:00:00,19.854616,75.905894,24.0,,,61.0,,,,2,2025-11-24 19:00:00,19,0,341.42011834319527,61.0,Very Poor
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",2025-11-24 19:00:00,19.25292,73.142019,75.0,,,9.0,,,,2,2025-11-24 19:00:00,19,0,9.0,75.0,Good
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",2025-11-24 19:00:00,19.192056,72.9585188,45.0,2.0,10.0,100.0,154.0,,16.0,6,2025-11-24 19:00:00,19,0,469.0625,154.0,Severe
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",2025-11-24 19:00:00,16.6870449,74.2505872,13.0,3.0,46.0,26.0,104.0,103.0,5.0,7,2025-11-24 19:00:00,19,0,242.6086956521739,104.0,Poor
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",2025-11-24 19:00:00,16.7143745,74.2426398,45.0,,,15.0,,,,2,2025-11-24 19:00:00,19,0,469.0625,45.0,Severe
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",2025-11-24 19:00:00,18.39963,76.57452,25.0,14.0,45.0,79.0,80.0,83.0,4.0,7,2025-11-24 19:00:00,19,0,347.27810650887574,83.0,Very Poor
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",2025-11-24 19:00:00,18.1023399,73.4783687,10.0,,,63.0,,,,2,2025-11-24 19:00:00,19,0,200.0,63.0,Moderate
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",2025-11-24 19:00:00,20.555712,74.529236,49.0,1.0,39.0,63.0,80.0,50.0,11.0,7,2025-11-24 19:00:00,19,0,493.8125,80.0,Severe
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",2025-11-24 19:00:00,19.296481,72.840923,39.0,5.0,38.0,126.0,121.0,160.0,4.0,7,2025-11-24 19:00:00,19,0,431.9375,160.0,Severe
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",2025-11-24 19:00:00,19.065931,72.862131,24.0,14.0,62.0,66.0,143.0,106.0,3.0,7,2025-11-24 19:00:00,19,0,341.42011834319527,143.0,Very Poor
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",2025-11-24 19:00:00,19.23241,72.86895,62.0,8.0,73.0,117.0,172.0,194.0,,6,2025-11-24 19:00:00,19,0,357.0232558139535,194.0,Very Poor
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",2025-11-24 19:00:00,19.2243333,72.8658113,2.0,,7.0,,,,,2,2025-11-24 19:00:00,19,0,100.0,7.0,Satisfactory
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",2025-11-24 19:00:00,18.9767,72.838,40.0,25.0,100.0,32.0,,,18.0,5,2025-11-24 19:00:00,19,0,438.125,100.0,Severe
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",2025-11-24 19:00:00,19.11074,72.86084,52.0,25.0,113.0,70.0,162.0,260.0,12.0,7,2025-11-24 19:00:00,19,0,402.8,260.0,Severe
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",2025-11-24 19:00:00,19.0364585,72.8954371,34.0,6.0,67.0,85.0,136.0,130.0,4.0,7,2025-11-24 19:00:00,19,0,400.0,136.0,Very Poor
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",2025-11-24 19:00:00,19.10078,72.87462,16.0,,,7.0,,,,2,2025-11-24 19:00:00,19,0,285.6521739130435,16.0,Poor
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",2025-11-24 19:00:00,18.91,72.82,29.0,3.0,30.0,11.0,,,,4,2025-11-24 19:00:00,19,0,370.7100591715976,30.0,Very Poor
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",2025-11-24 19:00:00,19.04946,72.923,59.0,15.0,41.0,32.0,270.0,223.0,6.0,7,2025-11-24 19:00:00,19,0,379.27906976744185,270.0,Very Poor
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",2025-11-24 19:00:00,19.083694,72.920967,33.0,4.0,55.0,105.0,143.0,98.0,4.0,7,2025-11-24 19:00:00,19,0,394.14201183431953,143.0,Very Poor
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",2025-11-24 19:00:00,19.2058,72.8682,24.0,1.0,7.0,,124.0,148.0,,5,2025-11-24 19:00:00,19,0,341.42011834319527,148.0,Very Poor
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",2025-11-24 19:00:00,19.215859,72.831718,18.0,2.0,37.0,67.0,114.0,185.0,8.0,7,2025-11-24 19:00:00,19,0,350.1162790697674,185.0,Very Poor
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",2025-11-24 19:00:00,19.0632143,72.8456324,25.0,11.0,26.0,53.0,139.0,135.0,3.0,7,2025-11-24 19:00:00,19,0,347.27810650887574,139.0,Very Poor
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",2025-11-24 19:00:00,19.1653323,72.922099,50.0,2.0,29.0,141.0,115.0,,10.0,6,2025-11-24 19:00:00,19,0,500.0,141.0,Severe
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",2025-11-24 19:00:00,19.0863,72.8888,16.0,2.0,8.0,28.0,123.0,105.0,36.0,7,2025-11-24 19:00:00,19,0,285.6521739130435,123.0,Poor
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",2025-11-24 19:00:00,19.19709,72.82204,47.0,12.0,87.0,182.0,225.0,191.0,5.0,7,2025-11-24 19:00:00,19,0,481.4375,225.0,Severe
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",2025-11-24 19:00:00,18.96702,72.84214,93.0,19.0,99.0,119.0,161.0,298.0,9.0,7,2025-11-24 19:00:00,19,0,409.64,298.0,Severe
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",2025-11-24 19:00:00,19.1878657,72.8304069,54.0,17.0,71.0,35.0,140.0,116.0,15.0,7,2025-11-24 19:00:00,19,0,286.34482758620686,140.0,Poor
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",2025-11-24 19:00:00,18.897756,72.81332,43.0,4.0,86.0,91.0,159.0,270.0,11.0,7,2025-11-24 19:00:00,19,0,456.6875,270.0,Severe
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",2025-11-24 19:00:00,19.1375,72.915056,18.0,2.0,8.0,9.0,162.0,208.0,28.0,7,2025-11-24 19:00:00,19,0,367.7674418604651,208.0,Very Poor
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",2025-11-24 19:00:00,19.000084,72.85673,27.0,21.0,4.0,125.0,84.0,16.0,33.0,7,2025-11-24 19:00:00,19,0,358.9940828402367,125.0,Very Poor
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",2025-11-24 19:00:00,19.060498,72.923356,43.0,4.0,63.0,60.0,,,16.0,5,2025-11-24 19:00:00,19,0,456.6875,63.0,Severe
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",2025-11-24 19:00:00,19.000083,72.813993,35.0,8.0,105.0,115.0,146.0,196.0,,6,2025-11-24 19:00:00,19,0,407.1875,196.0,Severe
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2025-11-24 19:00:00,19.047,72.8746,13.0,5.0,59.0,10.0,75.0,50.0,16.0,7,2025-11-24 19:00:00,19,0,242.6086956521739,75.0,Poor
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",2025-11-24 19:00:00,19.3832,72.8204,48.0,3.0,21.0,17.0,113.0,102.0,10.0,7,2025-11-24 19:00:00,19,0,487.625,113.0,Severe
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",2025-11-24 19:00:00,19.10861,72.83622,26.0,4.0,25.0,17.0,143.0,108.0,48.0,7,2025-11-24 19:00:00,19,0,353.1360946745562,143.0,Very Poor
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",2025-11-24 19:00:00,18.9936162,72.8128113,13.0,1.0,6.0,20.0,114.0,107.0,19.0,7,2025-11-24 19:00:00,19,0,255.6206896551724,114.0,Poor
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",2025-11-24 19:00:00,21.121801,79.04952,30.0,8.0,34.0,66.0,128.0,169.0,39.0,7,2025-11-24 19:00:00,19,0,376.56804733727813,169.0,Very Poor
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",2025-11-24 19:00:00,21.14472,79.107595,68.0,4.0,58.0,37.0,138.0,208.0,51.0,7,2025-11-24 19:00:00,19,0,367.7674418604651,208.0,Very Poor
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",2025-11-24 19:00:00,21.152875,79.0517531,36.0,4.0,45.0,40.0,119.0,129.0,27.0,7,2025-11-24 19:00:00,19,0,413.375,129.0,Severe
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",2025-11-24 19:00:00,21.143383,79.048912,32.0,6.0,32.0,57.0,134.0,186.0,21.0,7,2025-11-24 19:00:00,19,0,388.28402366863907,186.0,Very Poor
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",2025-11-24 19:00:00,19.173852,77.296291,24.0,4.0,18.0,56.0,111.0,77.0,4.0,7,2025-11-24 19:00:00,19,0,341.42011834319527,111.0,Very Poor
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",2025-11-24 19:00:00,20.0073285,73.7762427,32.0,3.0,5.0,12.0,94.0,69.0,,6,2025-11-24 19:00:00,19,0,388.28402366863907,94.0,Very Poor
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",2025-11-24 19:00:00,20.021503,73.813844,53.0,6.0,23.0,53.0,114.0,113.0,10.0,7,2025-11-24 19:00:00,19,0,276.1034482758621,114.0,Poor
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",2025-11-24 19:00:00,19.95022,73.73148,17.0,7.0,35.0,64.0,135.0,99.0,9.0,7,2025-11-24 19:00:00,19,0,300.0,135.0,Poor
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",2025-11-24 19:00:00,19.9591346,73.7788008,27.0,,,54.0,,,,2,2025-11-24 19:00:00,19,0,358.9940828402367,54.0,Very Poor
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",2025-11-24 19:00:00,19.090337,73.014232,28.0,6.0,36.0,47.0,108.0,169.0,17.0,7,2025-11-24 19:00:00,19,0,364.85207100591714,169.0,Very Poor
India,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",2025-11-24 19:00:00,19.1135051,73.008978,134.0,3.0,36.0,8.0,119.0,23.0,25.0,7,2025-11-24 19:00:00,19,0,112.95973154362416,134.0,Moderate
India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",2025-11-24 19:00:00,19.008751,73.01662,,4.0,36.0,,,254.0,,3,2025-11-24 19:00:00,19,0,401.72,254.0,Severe
India,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",2025-11-24 19:00:00,19.0575752,73.0151367,42.0,9.0,21.0,15.0,108.0,163.0,15.0,7,2025-11-24 19:00:00,19,0,450.5,163.0,Severe
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",2025-11-24 19:00:00,19.02579,73.10297,27.0,10.0,45.0,56.0,112.0,116.0,3.0,7,2025-11-24 19:00:00,19,0,358.9940828402367,116.0,Very Poor
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",2025-11-24 19:00:00,19.063,73.1209,42.0,7.0,20.0,21.0,83.0,103.0,3.0,7,2025-11-24 19:00:00,19,0,450.5,103.0,Severe
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",2025-11-24 19:00:00,19.265594,76.761463,10.0,4.0,56.0,10.0,105.0,88.0,7.0,7,2025-11-24 19:00:00,19,0,200.0,105.0,Moderate
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",2025-11-24 19:00:00,18.63673,73.82487,35.0,,,70.0,,,,2,2025-11-24 19:00:00,19,0,407.1875,70.0,Severe
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",2025-11-24 19:00:00,18.59051,73.77946,23.0,3.0,52.0,74.0,110.0,109.0,2.0,7,2025-11-24 19:00:00,19,0,335.5621301775148,110.0,Very Poor
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM",2025-11-24 19:00:00,18.614767,73.799516,71.0,,64.0,54.0,117.0,129.0,,5,2025-11-24 19:00:00,19,0,307.13953488372096,129.0,Very Poor
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",2025-11-24 19:00:00,18.616318,73.765797,53.0,5.0,31.0,49.0,95.0,70.0,2.0,7,2025-11-24 19:00:00,19,0,131.72413793103448,95.0,Moderate
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM",2025-11-24 19:00:00,18.60577,73.749976,41.0,,6.0,38.0,128.0,124.0,,5,2025-11-24 19:00:00,19,0,444.3125,128.0,Severe
India,Maharashtra,Pune,"Hadapsar, Pune - IITM",2025-11-24 19:00:00,18.501793,73.927532,77.0,,,21.0,,,,2,2025-11-24 19:00:00,19,0,21.0,77.0,Good
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",2025-11-24 19:00:00,18.45445,73.854155,38.0,5.0,42.0,62.0,92.0,54.0,4.0,7,2025-11-24 19:00:00,19,0,425.75,92.0,Severe
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM",2025-11-24 19:00:00,18.57304,73.927715,43.0,,54.0,80.0,125.0,145.0,,5,2025-11-24 19:00:00,19,0,456.6875,145.0,Severe
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",2025-11-24 19:00:00,18.536457,73.805454,29.0,,17.0,34.0,,,,3,2025-11-24 19:00:00,19,0,370.7100591715976,34.0,Very Poor
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",2025-11-24 19:00:00,18.530085,73.849598,90.0,,,35.0,110.0,101.0,10.0,5,2025-11-24 19:00:00,19,0,235.13793103448276,110.0,Poor
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",2025-11-24 19:00:00,18.547056,73.826908,27.0,2.0,15.0,63.0,114.0,70.0,2.0,7,2025-11-24 19:00:00,19,0,358.9940828402367,114.0,Very Poor
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM",2025-11-24 19:00:00,18.664282,73.763966,34.0,,,58.0,,,,2,2025-11-24 19:00:00,19,0,400.0,58.0,Very Poor
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",2025-11-24 19:00:00,16.5038,74.3623,30.0,3.0,29.0,35.0,128.0,147.0,6.0,7,2025-11-24 19:00:00,19,0,376.56804733727813,147.0,Very Poor
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",2025-11-24 19:00:00,17.6336264,75.9132495,13.0,12.0,,54.0,78.0,54.0,5.0,6,2025-11-24 19:00:00,19,0,242.6086956521739,78.0,Poor
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",2025-11-24 19:00:00,17.65439,75.90649,28.0,5.0,41.0,49.0,97.0,73.0,2.0,7,2025-11-24 19:00:00,19,0,364.85207100591714,97.0,Very Poor
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",2025-11-24 19:00:00,19.26777,72.97182,24.0,7.0,37.0,63.0,129.0,,3.0,6,2025-11-24 19:00:00,19,0,341.42011834319527,129.0,Very Poor
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",2025-11-24 19:00:00,19.222279,72.957979,37.0,,45.0,88.0,102.0,78.0,1.0,6,2025-11-24 19:00:00,19,0,419.5625,102.0,Severe
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",2025-11-24 19:00:00,19.235581,73.159121,28.0,6.0,19.0,64.0,159.0,182.0,10.0,7,2025-11-24 19:00:00,19,0,364.85207100591714,182.0,Very Poor
India,Maharashtra,Virar,"Bolinj, Virar - MPCB",2025-11-24 19:00:00,19.445821,72.7988231,30.0,3.0,35.0,71.0,142.0,208.0,5.0,7,2025-11-24 19:00:00,19,0,376.56804733727813,208.0,Very Poor
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",2025-11-24 19:00:00,25.5586,91.8985,8.0,,,8.0,16.0,,,3,2025-11-24 19:00:00,19,0,174.9367088607595,16.0,Moderate
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB",2025-11-24 19:00:00,25.6635413,94.0989878,10.0,1.0,4.0,20.0,65.0,67.0,73.0,7,2025-11-24 19:00:00,19,0,200.0,73.0,Moderate
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",2025-11-24 19:00:00,20.832874,85.104082,45.0,9.0,29.0,94.0,204.0,319.0,40.0,7,2025-11-24 19:00:00,19,0,469.0625,319.0,Severe
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",2025-11-24 19:00:00,21.51161,86.89088,48.0,3.0,26.0,61.0,209.0,290.0,14.0,7,2025-11-24 19:00:00,19,0,487.625,290.0,Severe
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB",2025-11-24 19:00:00,22.1166054,85.3945546,47.0,3.0,19.0,51.0,150.0,252.0,18.0,7,2025-11-24 19:00:00,19,0,481.4375,252.0,Severe
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",2025-11-24 19:00:00,21.941841,86.728318,71.0,2.0,36.0,63.0,144.0,235.0,7.0,7,2025-11-24 19:00:00,19,0,388.48837209302326,235.0,Very Poor
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",2025-11-24 19:00:00,20.24079,85.836784,48.0,6.0,30.0,149.0,141.0,295.0,19.0,7,2025-11-24 19:00:00,19,0,487.625,295.0,Severe
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",2025-11-24 19:00:00,20.34652,85.8163,27.0,5.0,21.0,104.0,170.0,242.0,7.0,7,2025-11-24 19:00:00,19,0,393.8604651162791,242.0,Very Poor
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",2025-11-24 19:00:00,22.06156703,85.47409613,37.0,4.0,7.0,12.0,139.0,63.0,8.0,7,2025-11-24 19:00:00,19,0,419.5625,139.0,Severe
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",2025-11-24 19:00:00,21.8004996,83.8396977,21.0,37.0,292.0,26.0,127.0,118.0,16.0,7,2025-11-24 19:00:00,19,0,323.8461538461538,292.0,Very Poor
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",2025-11-24 19:00:00,20.94185,86.1151,41.0,3.0,16.0,153.0,150.0,263.0,18.0,7,2025-11-24 19:00:00,19,0,444.3125,263.0,Severe
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",2025-11-24 19:00:00,20.48891,85.84768,49.0,4.0,37.0,137.0,180.0,302.0,6.0,7,2025-11-24 19:00:00,19,0,493.8125,302.0,Severe
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",2025-11-24 19:00:00,21.6439,85.599355,45.0,11.0,34.0,18.0,152.0,95.0,24.0,7,2025-11-24 19:00:00,19,0,469.0625,152.0,Severe
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",2025-11-24 19:00:00,21.847279,85.416905,26.0,,,21.0,107.0,88.0,10.0,5,2025-11-24 19:00:00,19,0,353.1360946745562,107.0,Very Poor
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",2025-11-24 19:00:00,22.265816,86.174829,88.0,,,40.0,,,,2,2025-11-24 19:00:00,19,0,40.0,88.0,Good
